tiny_points,tiny_bboxes,small_points,small_bboxes,large_points,large_bboxes,eff_points,eff_bboxes,effvit_points,effvit_bboxes,file_names
0.307977862838639,0.8308867731921684,0.40343764090095,0.8361123292311102,0.45565982514882725,0.8362344146455098,0.30640165943400166,0.8187627237156908,0.3160012943110809,0.8249552166453191,OpenTest_001.png
0.16762767028211503,0.8326239667419625,0.14448632540740344,0.8464076634442043,0.2571680233798989,0.8295228475265354,0.17895600110456844,0.7487051401284209,0.5257148345584582,0.8717143689955303,OpenTest_002.tif
0.8199860344020415,0.8915101832578471,0.8057547312021057,0.9055819884866004,0.8358557831275263,0.9023651951879254,0.8188099061457695,0.913176386731996,0.8261695313543612,0.9049526465442032,OpenTest_003.bmp
0.6057480298646265,0.7659472197477911,0.6498434919820866,0.7716020079538348,0.5882643205534185,0.7620415823179573,0.5093009074774222,0.7531429969978373,0.5524620115742899,0.8362161476472993,OpenTest_004.tif
0.5709252110797699,0.7804031765453857,0.6283645607155638,0.7797626411948267,0.5599375649099686,0.7828093678416059,0.48843701430630665,0.7530924770119704,0.5548521682119603,0.8339515301820956,OpenTest_005.tif
0.5306552385279273,0.8032667092603101,0.3499033996271044,0.8213815352502549,0.38798775750786724,0.813207632467239,0.5582463008312664,0.7706779209537105,0.4589716781896956,0.8239183095584574,OpenTest_006.png
0.8183483299558231,0.8954809467297508,0.8357661727748096,0.8977064445384634,0.8226737170833832,0.9060106859596561,0.9154093713227763,0.8841635411964833,0.884257758053878,0.9092635010699457,OpenTest_007.tif
0.15709631601125618,0.7993003183957988,0.13733135605580685,0.817750588732858,0.16107651411169935,0.8150807892650058,0.11799335870356184,0.7385990055194941,0.6026046425823303,0.8579756699001071,OpenTest_008.tif
0.21021492391983773,0.8156412385197064,0.21162860906051195,0.8206607896365502,0.22500169381808222,0.8188107427728187,0.17810989527916615,0.7243255102766168,0.44340270904549284,0.8503973745641195,OpenTest_009.tif
0.6176790615035661,0.7962398282401905,0.679904260928896,0.7862489966979498,0.6266492424569078,0.7839694087268481,0.5165992783230567,0.7791233419295447,0.5883028506911321,0.8363821192838877,OpenTest_010.tif
0.07243880001001049,0.7356804548343243,0.04913123393715058,0.7455472848307394,0.04190131929098677,0.7419798172851828,0.03190311015294833,0.6142764988525892,0.20170288956659768,0.740459719784065,OpenTest_011.tif
0.7982690556743361,0.8500849934233325,0.7744369943482646,0.8254036045694744,0.7892225533937581,0.8330235820166191,0.7724246148464463,0.8375263081629124,0.7729702582703465,0.9073100336189668,OpenTest_012.bmp
0.49977882828803577,0.8402220582315745,0.49364261114594066,0.8369712061285973,0.5989844778576897,0.856055350849829,0.4275374262983772,0.806058013270495,0.3973791902559529,0.8267347161615782,OpenTest_013.png
0.3210247633604725,0.8188108837417846,0.3946076681183042,0.8258722149476768,0.45066571385103227,0.8230861392710851,0.32946194401238665,0.7935638122463957,0.2798259052479619,0.8214567255954498,OpenTest_014.png
0.71577813881972,0.8654274937318106,0.7913328823898135,0.8621657521473818,0.7676442501109838,0.8835325032051037,0.5260564822312002,0.8782284527647528,0.7955155243366194,0.9146373350536826,OpenTest_015.tif
0.2978255555160998,0.8069397827630661,0.3764821660577706,0.7961083192512223,0.4499029821014773,0.8187755240711787,0.2449176499333361,0.7427301368310996,0.2598420618850235,0.8034997693413851,OpenTest_016.png
0.5405459833548966,0.8813404941457319,0.6199337263000103,0.8771431924130346,0.6954140313172789,0.8931192132038314,0.5390773968086368,0.8720411484522704,0.51717126317057,0.8976408679907297,OpenTest_017.png
0.7050379240335424,0.877684225988684,0.7760765616521573,0.84415347874464,0.7221227841105478,0.8663760820631861,0.7561161659434594,0.85006491111188,0.7395419380036704,0.8974454680130813,OpenTest_018.bmp
0.8912721560527759,0.9311607809865992,0.9104996773403797,0.9288643554173674,0.9039827027174312,0.9322655676085583,0.9227682724068955,0.9231867925492158,0.918806998003291,0.944785971102633,OpenTest_019.tif
0.7261420758188236,0.8008026056055539,0.7394507873366836,0.8066052687512012,0.7523083680334302,0.7923285708715684,0.7365514360595188,0.7819395769257824,0.765890452179951,0.8421730992335095,OpenTest_020.tif
0.43567938096907166,0.8331075049088635,0.5105744655905752,0.8383159989160988,0.5379521841675042,0.8468521964341533,0.4185720767536884,0.8121449603523686,0.4098700109739006,0.8277577219069375,OpenTest_021.png
0.5811208313162346,0.7866572533501544,0.6286914357884096,0.7974765623583235,0.594435943594412,0.7880699155218098,0.525111635126613,0.7689967390252465,0.5580389970084458,0.8495821046628138,OpenTest_022.tif
0.6007900572735992,0.8298505867298007,0.5082030527650496,0.7940400823418988,0.5878165181020991,0.8157134464330468,0.6430978677214878,0.748360534820345,0.5451197623193423,0.7914210826475527,OpenTest_023.png
0.8095236755008139,0.8614414178982877,0.7930392328101813,0.84351047349338,0.7614460292700371,0.8672522554713861,0.8154367678394039,0.8910807582500964,0.7828252454215969,0.9176379196910802,OpenTest_024.bmp
0.1217220852450958,0.7917437772359458,0.1251717717529326,0.8004444803225815,0.14607573276478505,0.7941093597362054,0.10458155596093698,0.6544229491913286,0.34643197216644767,0.8186396033156349,OpenTest_025.tif
