tiny_points,tiny_bboxes,small_points,small_bboxes,large_points,large_bboxes,eff_points,eff_bboxes,effvit_points,effvit_bboxes,file_names
0.8244756061369063,0.8799989204527237,0.8146823317498825,0.8570053689404514,0.8448831121430074,0.8695153761638769,0.8496239259387751,0.8652344229896337,0.8744722156601935,0.9251440525758834,OpenTest_026.tif
0.5748213987038241,0.7962896648800792,0.6480531418315222,0.7968948730706189,0.6057794908919338,0.7865006329569761,0.5065831729501844,0.76949219037244,0.5911025203632595,0.837362131100957,OpenTest_027.tif
0.8576101461071699,0.9031964370857,0.8793467712133731,0.8980143915307757,0.8374106305042797,0.9119394358880959,0.8297033611394913,0.8944420264136573,0.8780061448667409,0.9283442801800491,OpenTest_028.tif
0.8932019731664264,0.8897356047461893,0.9019976188223711,0.9121336661444226,0.8943164671776294,0.8826159963444029,0.8942578070974755,0.9069048484762406,0.8891844362536478,0.9318710416184931,OpenTest_029.bmp
0.5426841671074889,0.7866673885189223,0.6475416438978938,0.7779116662342838,0.5711623176955402,0.7732857974867032,0.455173547383384,0.7371604295444324,0.5257634890547668,0.8253844860600512,OpenTest_030.tif
0.3699476215926706,0.8247762691579629,0.4186795811458251,0.8248318485677624,0.47227231224763383,0.8351581461345619,0.32168293624469324,0.8012379514560652,0.31687265611115273,0.8420161383856108,OpenTest_031.png
0.814315158736175,0.8851984781221728,0.7976651848569581,0.8871079019444489,0.8056095101959736,0.8900087733461357,0.7804985235201897,0.8621800260666758,0.80610946234822,0.9024007872303168,OpenTest_032.tiff
0.10131154388478296,0.7767973910522898,0.09422781581116088,0.7559927254058944,0.12049198880865668,0.7780709059031217,0.1123929770252186,0.6657163378553617,0.2666551283928481,0.8011243780971116,OpenTest_033.tif
0.5772255626789229,0.7826809279117933,0.648763438699816,0.7824247772169008,0.5895555238570561,0.7771406604584653,0.4912439037495372,0.7536329150645459,0.541261422671956,0.8352418111362032,OpenTest_034.tif
0.8641111650866309,0.9094010930830876,0.8748476135030696,0.9043986988061483,0.8681660843428944,0.910591200725076,0.8816904280206266,0.8840345457727747,0.894643915039209,0.9325373247244083,OpenTest_035.tif
0.7745568104865431,0.8949946519820118,0.7563210857072719,0.8729958032358256,0.7715266650523059,0.8725514835847635,0.7716890884326355,0.8906117382625988,0.8059352977499565,0.9177943530208053,OpenTest_036.bmp
0.5966233693938473,0.8124293351170061,0.6378345552929208,0.812410215651206,0.622018463581085,0.8167858313570628,0.5140914033445856,0.7985769400897059,0.6063043258219448,0.8586403926046681,OpenTest_037.tif
0.8649142569014118,0.9116185238553017,0.8700340066440306,0.9082036115098445,0.8667761110137961,0.9034296010815611,0.8671531380173757,0.8867372562162661,0.8619564781538833,0.9311587397372015,OpenTest_038.bmp
0.6226973278532453,0.8910891193060031,0.512880713941845,0.8828225208103377,0.8351903348700027,0.8953952272271977,0.7139317413212826,0.823010495542913,0.8115141770150129,0.9042695606902382,OpenTest_039.tif
0.8354705786003737,0.8939811273681066,0.8526965068491329,0.8847611133502183,0.8228180035971341,0.8903587271910067,0.8347676052222412,0.8870125360355664,0.8380882233455809,0.9163154925482137,OpenTest_040.bmp
0.35258219870923074,0.8113397764919106,0.3560348417151047,0.806221395022775,0.4483755859287204,0.8300127865362785,0.3366423229619185,0.7951198783871446,0.36662354336001446,0.8447339580005473,OpenTest_041.png
0.44629394151592033,0.8280346825027093,0.4164673923215463,0.8307681916396218,0.43746280185146946,0.8473800896003898,0.4412373990369864,0.7786608932429526,0.5303325742955913,0.8478900575981911,OpenTest_042.tiff
0.5228144691253016,0.8328334851483681,0.48242660001218657,0.8364946354314514,0.47312943273845004,0.8439425826249685,0.4467950404998499,0.7840051832825795,0.6124980599976826,0.8451928231435987,OpenTest_043.tiff
0.47053051571931087,0.8197731456115985,0.338321149913872,0.7981959221658661,0.4524988497499641,0.8118501059871078,0.5596902843942105,0.7354899717677056,0.49319360002103135,0.7857361144157856,OpenTest_044.png
0.3290697433141178,0.8291334380750739,0.3845213884006182,0.8066025891699857,0.4928966550937971,0.8108543400892757,0.32750061562084887,0.7927825689736883,0.3346475306695078,0.8272428449981625,OpenTest_045.png
0.8749968648043108,0.9058463560225185,0.8852419075128382,0.9078329106109049,0.876614353258151,0.9147865374758989,0.8999015602690231,0.898528426901044,0.8982601775332223,0.9313552023793357,OpenTest_046.tif
0.8559181194214814,0.8925089450682777,0.8508274702497309,0.8776211975425013,0.8493900720516789,0.8892415594680633,0.8612596580704885,0.868875158815339,0.8919077327352497,0.9295918176565938,OpenTest_047.tif
0.42240210572206355,0.8235323929843011,0.3709876673513789,0.8327988215280565,0.41397523545598275,0.8407277392127307,0.4638050263459653,0.7901169576322711,0.575014245716072,0.8469765092622566,OpenTest_048.tiff
0.5651168585310277,0.7760457410898741,0.6484833281947707,0.7755739572133286,0.566892162165898,0.774123355268379,0.47750374445168875,0.7452349460053834,0.5106017330517967,0.8290603725406577,OpenTest_049.tif
0.49695888922204884,0.8206124232599294,0.4699406461024133,0.8294004044164468,0.48222007918090914,0.8353458632064044,0.49249761997424263,0.7793213623421523,0.6113972545172397,0.8443872015836026,OpenTest_050.tiff
