vit_t_lm_points,vit_t_lm_bboxes,vit_b_lm_points,vit_b_lm_bboxes,vit_l_lm_points,vit_l_lm_bboxes,vit_t_em_organelles_points,vit_t_em_organelles_bboxes,vit_b_em_organelles_points,vit_b_em_organelles_bboxes,vit_l_em_organelles_points,vit_l_em_organelles_bboxes,vit_h_points,vit_h_bboxes,file_names
0.7911770454881958,0.8301230734842009,0.837253213389918,0.8633311144335681,0.8620188886160678,0.8808226787484272,0.5479222067305285,0.603219308521428,0.44558132645546716,0.6000601112791525,0.5006897400436932,0.6056494869006246,0.6290233398807943,0.7187308909757167,000_img.png
0.7899641056586159,0.8417037678022514,0.8098802492250549,0.869253357252876,0.8479787521032717,0.8838541963765832,0.5429962831608491,0.6486628673612779,0.4675082319171326,0.6307959375270137,0.47034100757597475,0.6239455659913491,0.5559774736770435,0.7101634581598989,001_img.png
0.7584794006627519,0.8234487043568787,0.7899672102138661,0.8434216886178689,0.8241763800000511,0.8521428263408363,0.5109269544454167,0.6158424478416064,0.4640025516962231,0.6092232821576562,0.4903833829535835,0.5997464585898764,0.5860685945318733,0.6866029376933012,002_img.png
0.6661731530535799,0.7206393433642704,0.8530242302367463,0.8823699905416339,0.894289103291061,0.9061762727814877,0.4747270278980524,0.5833641500875736,0.34943698499784703,0.5706144366868979,0.4227322349821572,0.5507492426946919,0.6582463614971986,0.746657002771628,003_img.png
0.7717391150393906,0.8599473035823191,0.7740500391760052,0.8554826784518779,0.824158395749181,0.875950320913394,0.6430333966491034,0.7512726346101426,0.6127651599346836,0.7258749473373846,0.5810026694738025,0.7403356233166897,0.5675191150359903,0.6925152165381919,004_img.png
0.72877547917979,0.7469235177416751,0.7591797359569568,0.8284460147164388,0.8612645881370578,0.8681688979941669,0.61041149093546,0.6405696509511731,0.5354436484990011,0.6683878822145751,0.5444765133423297,0.6710422312522701,0.5195315547556949,0.6867145826439712,005_img.png
0.7268203671288281,0.8251207770357816,0.7700853063909336,0.8582314227722369,0.8073169369276586,0.8628328685130007,0.5720638128526865,0.7237332963983861,0.5299541642182365,0.6953893113546417,0.48385561612132866,0.680311260667983,0.5443931703464753,0.6714396012118751,006_img.png
0.7088721192676833,0.8149142048498768,0.745951014448089,0.8385985034126451,0.7736674285075414,0.8503240571375543,0.5674256935617128,0.6795312047039993,0.5119147204555938,0.6591631924650729,0.5082901621801977,0.6588135642127501,0.4835218110690742,0.6063691408066265,007_img.png
0.7718282021241466,0.82438553000184,0.8135336050793874,0.8561143277206904,0.8426980544197895,0.880688410905133,0.6066154891790152,0.7122568741019398,0.5387422231638771,0.6746643543053823,0.5364429792990381,0.6738708613175869,0.5499864559506326,0.6591874687449656,008_img.png
0.7335665921978721,0.8249905873010954,0.8350421945427892,0.8787609545856634,0.8408323319678708,0.8895355051664032,0.5555784248046116,0.6476149711489331,0.5087938967273836,0.6325705950633015,0.4770455252553047,0.5923925297841518,0.6932010422122836,0.7415067956951279,009_img.png
