vit_t_lm_points,vit_t_lm_bboxes,vit_b_lm_points,vit_b_lm_bboxes,vit_l_lm_points,vit_l_lm_bboxes,vit_t_em_organelles_points,vit_t_em_organelles_bboxes,vit_b_em_organelles_points,vit_b_em_organelles_bboxes,vit_l_em_organelles_points,vit_l_em_organelles_bboxes,vit_h_points,vit_h_bboxes,file_names
0.813636441026931,0.8837299735231717,0.8290402313640796,0.8971823678399229,0.8739160962751775,0.9078076232728216,0.5138602311463651,0.7112672291907843,0.5162757097826274,0.7407052417131919,0.49796132462145637,0.7171276350308053,0.3829712609175043,0.6986687055366827,OpenTest_001.png
0.4028110016746207,0.6406687124487354,0.5111832744584235,0.7744893714649376,0.5836370996303883,0.7795102722003614,0.31431037961172886,0.5987550484462324,0.3131554629792129,0.5868719773097906,0.2812679811234427,0.559825689748105,0.01832918536133523,0.565196685784568,OpenTest_002.tif
0.9030052666776871,0.9183006911785416,0.9132620120684916,0.9376153318029834,0.9410140352002353,0.9458403914716207,0.8116694824812081,0.8954217617377263,0.7812999278008759,0.8029280037998596,0.7730744379747126,0.8326675461193906,0.881892541401674,0.860533753797316,OpenTest_003.bmp
0.8297581869185839,0.8778691106863571,0.8619450947427392,0.9107349562911582,0.8391136726400034,0.8968173469699788,0.7207282972706524,0.860713027166378,0.6462891211518701,0.8065889852658515,0.6426750702755769,0.8236081957547665,0.666561219017358,0.7381232125083028,OpenTest_004.tif
0.830043093600852,0.865820253157791,0.8493901093612192,0.9068091217906721,0.8259984307482625,0.8922600172878077,0.7021644595741199,0.8666340577563922,0.6495962266110912,0.7962833374382339,0.6440794419831214,0.8206007039973758,0.7046014338032094,0.7502133203477455,OpenTest_005.tif
0.7914702651176304,0.8695132829541755,0.8397172462828849,0.8983170178532246,0.8309284729475205,0.8999897668161956,0.509844681886822,0.6885055919065816,0.5275398594615724,0.7586409405191484,0.5224440293470033,0.7251662399782451,0.3180991381947166,0.6750524531947599,OpenTest_006.png
0.9328125882381992,0.9338503993243275,0.9648391185288739,0.9693543476692439,0.9137171490158001,0.9730905555673447,0.6364938522650567,0.7263368925372563,0.7264446119326604,0.8240464902432134,0.6068355437423355,0.6678605817091555,0.7124998343509058,0.8558697351021759,OpenTest_007.tif
0.41995927195486965,0.645882022756773,0.5818309821083312,0.7867713996035887,0.6368788358654488,0.8009569541966434,0.30785875054047757,0.6125022714558307,0.30992574363030806,0.5953512539988008,0.23605716952836434,0.573390887477577,0.011462484755952847,0.5670087077932097,OpenTest_008.tif
0.4292421302908354,0.6443366666671577,0.5918264815779801,0.7718507454262798,0.6259668609243286,0.7880961534846319,0.3144370849660904,0.6105048287722097,0.3094269063006781,0.5859377555183687,0.2680577595119123,0.5707803123080122,0.020209931268596833,0.5583375240626558,OpenTest_009.tif
0.8264195681564968,0.871769112181021,0.8515724354307932,0.910686566780937,0.845316100763988,0.8994032067841606,0.7062193792595512,0.8692354237929881,0.5998530740377336,0.8167973368385352,0.6604365736784065,0.832865448325244,0.6476536662273958,0.7749849677058087,OpenTest_010.tif
0.4080061802866106,0.5974515194253693,0.5621311111186448,0.751832418820803,0.597183810776909,0.7420407093359456,0.3347964157740753,0.5551018700894047,0.3223160564671271,0.5375601889547377,0.28135652511968756,0.5171801396514795,0.008874640424670996,0.5304534298836087,OpenTest_011.tif
0.8371768971389829,0.9139483571682147,0.9109658366966596,0.9251776013981311,0.9262791953968531,0.9280320978352862,0.7345764036288599,0.8732676466272977,0.7833879058228337,0.8136795768601064,0.7755319307876879,0.852185999419962,0.851883961546189,0.8063303631967785,OpenTest_012.bmp
0.8460988811086088,0.8838118807917318,0.8876062805715211,0.9116291389398039,0.8852360096111033,0.9175084350072251,0.589362714094985,0.774820443943711,0.5033177720708983,0.7342037322931498,0.4963957336233151,0.7118720987455551,0.3414141782872691,0.73347791666288,OpenTest_013.png
0.8166393880268411,0.8708540802895005,0.8152290073076193,0.8883958328548739,0.8133693153516888,0.8911076501144782,0.531742715408868,0.6928679956641078,0.5344279999106352,0.7361353417207864,0.5010787736280093,0.7083004243144427,0.4139529190408908,0.7333784187829054,OpenTest_014.png
0.8432459467559283,0.8818043805164143,0.8930472532202576,0.9085348271126261,0.9069136264574141,0.9145504606012305,0.7368751055793366,0.889858586242631,0.6979555879794497,0.8525473322473891,0.698760862803081,0.867665453363735,0.8537732286732274,0.8655141420309852,OpenTest_015.tif
0.8151140806045484,0.8653942746192583,0.843807455821229,0.8966278628109362,0.8428752587829357,0.9031446794349409,0.5170566478285169,0.706132592336189,0.5207098335853836,0.7402748794312971,0.4996897222237694,0.7235300308119837,0.23448572489250122,0.5277794156155288,OpenTest_016.png
0.8925789720474114,0.9026854075301145,0.9214471318316282,0.9324992696293075,0.9139028203670083,0.9291886099498489,0.5898401469196436,0.8084519737580637,0.4897263120661552,0.7506913746717643,0.47703617220186706,0.7176400535852728,0.7778055934233695,0.8719636937834139,OpenTest_017.png
0.8172546307952693,0.8968182786556015,0.8910834611629721,0.926236790292257,0.9262779306440809,0.9309130082396421,0.6594410517505584,0.8633880202749328,0.7053385952356546,0.8310581048345302,0.672554786651391,0.796028609938002,0.7387438228549404,0.8248498215142293,OpenTest_018.bmp
0.8984777559166351,0.9047662630598504,0.9208711428263039,0.9358235818606635,0.9426651480509528,0.9506376505635221,0.7905070899825065,0.9163540047550578,0.735167399732316,0.8711516622991159,0.7387865472609891,0.8849123913663878,0.9080200742671954,0.9091335829524716,OpenTest_019.tif
0.846010221796186,0.8783476559061499,0.865614094466989,0.9105208041727714,0.8483296331179463,0.8962412941230914,0.7481917840154596,0.8716061206981198,0.6240832037819894,0.8095890745514479,0.6700741482485121,0.8312656302879586,0.6970087321214621,0.7809102013710819,OpenTest_020.tif
0.8160191688961294,0.8805810021633473,0.8540380739863324,0.903363671174765,0.8667711567449308,0.9077155818776984,0.5612623471618149,0.6955411682992054,0.45568352757285385,0.7098132736848892,0.47978776750997354,0.6744771587125076,0.6022655422172544,0.8085884426285008,OpenTest_021.png
